SKILLNAME	DESCRIPTION	SHIPNAMES	INJURERATIO	DMGRATIO	BUFFTOCANDAM	BUFFTOTORPDAM	BUFFTOAIRDAM	BUFFTOFIREPOWER	BUFFTOTORPEDO	BUFFTOAVIATION	BUFFTOANTIAIR	DMGTOHMS	DMGTOUSS	DMGTOIJN	DMGTOKMS	DMGTOROC	DMGTOFFNF	DMGTOMNF	DMGTOSIREN	DMGTODD	DMGTOCL	DMGTOCA	DMGTOLC	DMGTOBC	DMGTOBB	DMGTOAB	DMGTOCVL	DMGTOCV	DMGTOSUB	HEBUFF	APBUFF	INITENHANCE	MANUALENHANCE	INJBYCAN	INJBYTORP	INJBYAIR	DMGBYCAN	DMGBYTORP	DMGBYAIR	COMBO	CRITCAN	CRITTORP	CRITAIR	SALVOBONUS
Javelin Raid	When firing main gun, 5% chance to increase own Evasion by 30% (60%) for 8 seconds.	Javelin	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ladies' Tea Time	After battle begins, recovers HP of entire fleet equal to 1% (3.5%) of Little Bel's max HP.	Little Bel	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Logistics Repair	Every 35 seconds, recovers HP of entire fleet equal to 1% (3%) of Akashi's max HP.	Akashi	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lucky(?) Ship	Every 20 seconds, gain one of three random effect for 5 (10) seconds:30% chance to get +30% evasion 30% chance to get +20% critical chance and +50% critical damage 40% chance to get +20% damagetaken.	Nowaki	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5	0.5	0.5	0
Lyrical Dedication	At the start of the battle, if your Vanguard is comprised of only this ship: fires a Lv.1 (Lv.10) special barrage every 20s and increases the AA of your Flagship by 5.0% (15.0%); if there are other ships present: fires a Lv.1 (Lv.10) powerful barrage every 20s and increases your Vanguard's Speed by 3 and AA and Accuracy by 5.0% (15.0%). Barrage DMG is based on the skill's level.	Dido (Muse)	0	0	0	0	0	0	0	0.15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Martyr	When sunk, all other members in the fleet recovers 15% (25%) of their max Health.	Juneau	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mercury's Talaria	When the battle starts, 1 (2) airstrikes are available immediately. Airstrike cooldown time is increased by 90%. After launching an airstrike, heal the vanguard fleet for 1.5% (7.0%) of their max HP and the main fleet for 1.0% (3.5%) of their max HP.	Perseus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Miracle Wind	If Tanikaze is the only alive ship left of the Escort Fleet, increases own Evasion by 4% (10%) and reduce damage taken from airstrike by 30% (50%).	Tanikaze	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Miracle Within The Flames	Decreases Burn damage taken by self by 5% (15%) and Burn duration by 3 seconds. Once per battle, if Health is below 25%, upon taking damage: increases own Evasion Rate by 10% (30%) for 10 seconds.	Mullany	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mizuho's Intuition	Every 20 seconds: 30% (70%) chance to increase own Evasion by 10% (20%) and Accuracy by 20% (50%) for 12 seconds.	Azuma	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mobility Mastery	Decreases this ship's DMG taken from enemy DD guns and torpedoes by 5.0% (10.0%). Every 20s: increases this ship's Speed by 5 and FP by 5.0% (20.0%) for 10s.	Minsk	0	0	0	0	0	0.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Moment of Slackery	At the start of the battle: increases this ship's FP by 10.0% (20.0%), and by another 3.0% whenever this ship sinks an enemy (can be stacked up to 3 times; resets between battles). Decreases this ship's DMG taken by 5.0% and, every 25s: heals all DDs in the same fleet for 1.0% (3.0%) of their max HP.	Le Malin (Muse)	0	0	0	0	0	0.29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Nerve Calming Shield	Every 30 seconds, spawns 2 rotating shields; each shield can block 10 bullets. Shields last for 5 (15) seconds. If placed in the frontmost position of the Escort fleet: activates skill right after battle starts.	Admiral Hipper (Muse)	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Night of the Iron Bottom Sound	When Health of South Dakota falls under 30%: increases own damage dealt by 5% (20%) and absorbs 30% damage taken by South Dakota(damage taken through South Dakota's skill 'The Strongest Shield' will NOT be transferred). South Dakota also avoids all lethal damage for 5 seconds. Can only occur once per battle.	Washington	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
No Flying Allowed!	When an enemy aircraft is shot down within the fleet's AA range: increases own Firepower and Anti-Air by 5% (15%) for 8 seconds. If fleet has shot down 15 or more enemy aircraft during the battle: increases own Firepower by 5% (15%) and Reload by 10% (20%) for the rest of the battle.	Seattle	0	0	0	0	0	0.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Noshiro's Hoarfrost	While this ship is afloat: increases this ship's Evasion Rate by 5.0% (15.0%) and decreases the torpedo DMG your Vanguard takes by 5.0% (20.0%).	Noshiro	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
One for the Team	At the start of the battle, if this ship is in the frontmost position of your Vanguard: decreases this ship's DMG taken by 5.0% (20.0%) for 30s; If not in this position, increases this ship's AA by 15.0% (25.0%) until the end of the battle.	Bremerton	0	0	0	0	0	0	0	0	0.25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Operation Rainbow	When taking damage: Escort Fleet has 15% chance to evade all incoming attacks for 5 (10) seconds (Has a 20 second cooldown. Skill starts on cooldown.)	Eldridge	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pandora's Box	Every 30 seconds, spawns 2 rotating shields for 5 (15) seconds that block up to 8 shots. When broken, explodes and deals a small amount of damage to nearby enemies.	Indianapolis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Perceptive Suppression Module	When Health falls below 50%: increases own Evasion by 15% (30%) and recovers 2% of max HP every 2 seconds for 8 seconds. Can only activate twice per battle.	Gascogne	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Practical Teaching	For 80 seconds after battle starts, increases damage dealt by self by 5% (15%), and reduces damage taken by self by 3.5% (8%) and by other Destroyers in the same fleet by 4.5% (12%).	Amazon	0	0.15	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Priestess of the Sacred Mountain	Every 20 seconds during battle, reduces main fleet ignition damage by 30% (60%) for 8 seconds.	Hiei-chan	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Protective Armour	Reduce gun-based damage from enemy destroyers and light cruisers by 5% (20%).	Vincennes, Astoria, Quincy	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Protective Blaze	Once per battle, when the HP of any ship in your fleet falls below 50.0%: for 12s, increases this ship's AA by 5.0% (15.0%) and decreases the DMG taken by the ship whose HP fell below the threshold by 5.0% (15.0%).	Biloxi	0	0	0	0	0	0	0	0	0.15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Protector of the New Moon	While this ship is alive, increase FP/Eva/ASW stat of DDs in the same fleet by 15%. At start of battle, if fleet has 3 or more Sakura Empire ships, reduce Gun and Aviation damage taken by self by 20%, and increase AVI/Accuracy stat of Sakura Empire CV/CVL by 15%.	Shinano	0	0	0	0	0	0	0	0.15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pulse of Life	Every 10 seconds, 5% (25%) chance to heal Rurutie for 2% of her max Health. The skill can be activated for maximum 6 times each battle.	Rurutie	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Red Phoniex	When Health falls under 20%, heals 15% (25%) of max Health and increase own Firepower by 30% for 15 seconds. Can only occur once per battle.	Phoniex	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Regular Maintenance	Begins each Sortie with 1 (3) Emergency Repair.	Akashi, Vestal	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rescue Operations	When an allied ship's HP falls to 0: 30.0% (60.0%) chance to heal self by 3.5% (8.0%) of own max HP and other allied ships' HP by 1.2% (3.0%) of their max HP.	Hamakaze, Urakaze	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Resolute Knight of the Sea	Upon taking damage: 4% (10%) chance to increase own Evasion by 20% (40%) for 5 seconds (effect has 8 seconds cooldown). Once per battle, when Health falls under 30%: evades all attacks for 5 seconds.	Birmingham	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Retaliatory Shield	Every 15s: deploys a shield in front of this ship that lasts 8s and can block up to 6 enemy shells; if this shield is destroyed within the allotted time: fires a barrage and increases this ship's FP and Accuracy by 3.5% (8.0%) until the end of the battle. This buff can be stacked twice.	Mainz	0	0	0	0	0	0.16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Robust Ballasts	For her first 3 battles of each sortie, reduce Gun damage taken by self by 10%. At start of battle, if fleet contains 2 or more Sakura Empire ships, increase own Speed by 10.	Kashino	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Safety First!	While alive in fleet, increases Speed of all ships in Escort Fleet by 3, and reduces damage taken from ramming by 15% (25%). Once per battle, when taking damage while own Health is below 30%: evades all incoming attack for 2 (5) seconds, and increases own damage dealt by 5% (15%) for the rest of the battle.	Leipzig (Retrofit)	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Shigure of Sasebo	When firing main gun, 5% chance to increase own Evasion by 30% (60%) for 8 seconds.	Shigure	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Shine and Dance	If placed in the back most position of the Escort Fleet (there must be at least 2 Escort ships alive): upon taking damage, all ships in the Escort fleet have 9% (24%) chance to take 12% (32%) less damage.	Sheffield (Muse)	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Shiny Sheff	All allied ships with lower health than Sheffield at the start of battle gain the effect: When taking damage, 10.0% (30.0%) chance to receive 20.0% (50.0%) less damage.	Sheffield	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Smokescreen	After battle begins, and 15% (30%) chance to activate every 15 seconds after that: deploys a smokescreen for 5 seconds. Escort ships within the smokescreen have 20% (40%) additional Evasion Rate, does not stack with same skill effect.	Juno, Leander (Retrofit), Crescent (Retrofit), Acasta, Comet (Retrofit), Bailey, Southampton, Sims (Retrofit), Cygnet (Retrofit), Minsk	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Smokescreen: Light Cruisers	10 seconds after battle begins, and 20% chance to activate every 20 seconds after that: deploys a smokescreen for 10 seconds. Escort ships within the smokescreen have their Evasion Rate increased by 15% (35%) and take 15% (35%) less damage from airstrikes. Does not stack with same skill effect.	Belfast	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Specialized Armor	Increase the probability of being set on fire by 6% max (exact value depends on enemy's gun caliber) and increases duration of any fires by 3 seconds. Reduces AP damage taken by self by 15% (30%).	Izumo	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Star-falling Passion	When enemy aircrafts are shot down within own AA range: increases own Anti-Air stat by 3.5% (8%) per shot down aircraft for 8 seconds (effect can stack up to 4 times).	Cleveland (Muse)	0	0	0	0	0	0	0	0	0.32	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Surface Combat	When resurfacing: stays on the surface for 4.5 (12) more seconds.	Surcouf	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Suzutsuki, Causing Confusion!	Three seconds after the start of the battle, fire a special barrage (damage based on skill level), and deploy a smokescreen that lasts for 5 seconds. Allied ships inside the smokescreen gain 20.0% (40.0%) evasion rate. Every 15 seconds later, 15.0% (30.0%) chance to fire the same barrage and deploy another smokescreen. Once per battle, when this ship's HP falls below 20%, heal this ship for 5.0% (15.0%) of its max HP.	Suzutsuki	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Swift Defender	While alive in fleet, reduces damage received by main fleet by 3.5% (8%). Additionally, reduces Light Cruisers' and Destroyers' gun and torpedo damage dealt to Hatakaze by 1% (10%).	Hatakaze,L'Opiniâtre,Le Temeraire	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Terni Shields	Upon being hit: 8% (18%) chance to deploy 2 shields that can each block up to 10 shells (shields last for 12 seconds).	Zara	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
The Fearless Fighting	Once per battle, when this ship's HP falls below 20.0%, activates the following buffs: Decreases this ship's DMG taken by 15.0% (25.0%) for 20s. This ship takes 0 Burn DMG for 30s.	Intrepid	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
The Nick	When firing main gun, 5% chance to increase own Evasion stat by 16% (40%) and decrease air damage taken by 16% (40%) for 8 seconds.	Nicholas	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
The Perfect Mini-Maid	Increases own Speed by 3 (8) and increase own Evasion by 13% (25%).	Little Bel	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
The Strongest Shield	Every 30 seconds, absorbs 50% of damage taken by the Main Fleet for 8 seconds. At the end of the effect, heals for 20% (50%) of the damage taken.	South Dakota	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
The Unsinkable Lucky Ship	When taking damage, 5% (25%) chance to decrease said damage to 1. At the start of battle, increases own Luck stat by 5.	Yukikaze	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Torpedo Mode? ...Sure!	At the start of the battle and every 20s after that: for 10s, decreases the DMG this ships takes from torpedoes by 6% (20%) and changes this ship's torpedo barrage.	Icarus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Unbreakable Shield	Every 20 seconds: 40% (70%) chance to spawn 3 rotating shields that absorb 10 shots each; lasts 10 seconds.	Prinz Eugen	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Unyielding Shield	While this ship is afloat, when one of your Main Fleet ship takes DMG: 40.0% (70.0%) chance to decrease the DMG your Main Fleet takes by 4.5% (12%) for 15s. Has a 20s cooldown between activations. Once per battle, when this ship's HP drops below 20.0%: restores 10.0% of this ship's max HP.	Suruga	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Vampire's Kiss	Every 35 (25) seconds, launches 3 torpedoes and heals for 20% of the damage inflicted.	Vampire	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Vengence	Upon taking damage: launches a SBD Dauntless squadron (damage is based on skill level); has a cooldown of 20 seconds. Once per battle, when Health falls below 20%: recovers 15% (25%) of max Health.	Yorktown	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Veteran Techniques	When firing main gun, 4% chance to increase own Evasion by 20% (50%) for 8 seconds.	Kamikaze	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Vice Defense	When taking damage, 3.5% (8%) chance to decrease said damage by 50%.	Admiral Hipper,Indianapolis,Nevada,Oklahoma	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Well-Rounded Armor	Every 30 seconds: spawns 4 rotating shields that absorb 8 shots each; lasts 5 (15) seconds.	Roon	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
White Rainbow	100 seconds after start of a battle, increase Escort fleet's Evasion by 3.5% (8%) and recover all escort fleet members HP by 4.5% (12%) of Nekone's total HP. The skill can only be activated once per battle.	Nekone	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Wind Rider	When launching torpedoes, 20% (40%) chance to evade all attacks for 5 seconds.	Kalk	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Wolf Pack Formation - U-101	During battle, increases Evasion by 2.5% (7%) and damage dealt to enemy Destroyers, Light Cruisers by 2.5% (7%) for all Ironblood submarines in the fleet. Also, increases own Torpedo stat and Reload by 1.5% (6%) per Ironblood submarine in the same fleet.	U-101	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.07	0.07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2nd Torpedo Squadron	While alive in fleet, increases Reload and Torpedo stat for all Light Cruisers and Destroyers in the same fleet by 5% (20%).	Jintsuu	0	0	0	0	0	0.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
31-Knot Burke	When firing main gun, 4% chance to increase Fleet's movement speed, and Escort Fleet's Evasion by 20% (40%) for 8 seconds.	Charles Ausburne	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A Bow's String Has 2 Lines!	If equipped with a CL Main Gun in own Secondary Weapon slot: increases Anti-Air Gun Efficiency by 5% (15%). If equipped with an Anti-Air Gun in own Secondary Weapon slot: increases Main Gun Efficiency by 5% (15%). If placed in the rightmost position in the Escort Fleet: decreases damage taken by self by 5% (15%).	Seattle	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AA Protection	While alive in fleet, reduces incoming aviation damage taken by the Main Fleet by 5% (15%).	North Carolina	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Accompanying Wind	If in same fleet with Hamakaze, increase own Firepower, Torpedo stat, Reload, and Anti-Air by 4% (10%).	Isokaze	0	0	0	0	0	0.1	0.1	0	0.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Adaptive Tactics	When sortied with Eagle Union CV/CVLs, increases fleet's Anti-Air by 2.5% (7%), increases Eagle Union CV/CVLs Air Power by 5 (15%). If there is no Eagle CV/CVLs in fleet, increases own Firepower by 4.5% (12%) and Evasion by 5% (15%).	Baltimore	0	0	0	0	0	0.12	0	0.15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ageless Phoenix	While alive in fleet, decreases all enemies' Firepower, Torpedo stat and Aviation by 3% (9%).	Amagi	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Air Dominance	When launching an airstrike: increase Air Power by 5% (15%), and Firepower by 4% (10%) for all ships in the Main Fleet for 8 seconds.	Centaur	0	0	0	0	0	0.1	0	0.15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Air Raid Assistance	While alive in fleet, increases airstrike damage dealt by all CVs/CVLs by 5% (15%). Does not stacks with same skill.	Curlew (Retrofit), Hazelwood, Ardent (Retrofit), Benson	0	0.15	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Air Support	After every airstrike, increase the air power of other CV/Ls by 5% (15%) for 8 seconds	Houshou, Long Island (Retrofit), Shouhou (Retrofit), Chitose	0	0	0	0	0	0	0	0.15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Airspace Affirmation	If Airspace Control status is not Air Denial or Air Incapability: increases own Firepower, Torpedo stat, and Reload by 5% (15%).	I-56	0	0	0	0	0	0.15	0.15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ammunition Command	When the fleet this ship is in is Out of Ammo: decreases the effect of the DMG debuff by 5% (15%)	Gloucester	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
An Shan Name Ship	During sortie, increases Accuracy, Firepower by 10% (25%) and Evasion by 4% (10%) for all An Shan-class ships (An Shan, Fu Shun, Chang Chun, and Tai Yuan).	An Shan	0	0	0	0	0	0.25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
An Opener to Our Friends	For every 2 enemies this ship sinks: increases this ship's AA by 1.0% (10.0%) for the duration of the battle (can be stacked up to 3 times). Additionally, increases this ship's EVA by 5.0% (15.0%) for 60s after the start of the battle.	Dido (Muse)	0	0	0	0	0	0	0	0.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Anti-Air Command - Cruiser	Increase Anti-Air of cruisers in the same fleet by 5% (15%). Does not stack with other command skills that have similar effect.	Atlanta	0	0	0	0	0	0	0	0	0.15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Anti-Air Command - Main Fleet	Increase Anti-Air for Main Fleet by 5% (15%). Does not stack with other command skills that have similar effect.	Bogue (Retrofit)	0	0	0	0	0	0	0	0	0.15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Anti-Air Command - Vanguard	Increase Anti-Air of vanguards in the same fleet by 5% (15%). Does not stack with other command skills that have similar effect.	Curacoa (Retrofit)	0	0	0	0	0	0	0	0	0.15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Arbiter of Z	At the start of the battle, if there is an Iris Libre or Vichya Dominion CL or CA in your fleet: increases this ship's FP and EVA by 5% (15%), and increase FP and AA by 3.5% (8%) for all your Iris Libre and Vichya Dominion CLs and CAs.	Tartu	0	0	0	0	0	0.15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
